Warning: truncated output (original token count: 119020)
Total output lines: 472

id,area,title,persona,journey,expected,entry_points,qa_status,bug_ids,fix_status,retest_status,fix_commits,evidence,last_report,overlaps,notes
LP-003,LP,Run software-delivery to a truthful verified done,Bruno,J-01,The run reaches a terminal done with the goal verified and meters final; the outcome is never coerced from exhausted/stalled.,web run-detail; CLI agh loop run; E2E-runtime harness,untested,BUG-0023;BUG-0021,fixed,pending,pending,/Users/pedronauck/dev/qa-labs/agh-loops-refac-task-16-20260708-130224-745100-lab/qa-artifacts/qa/logs/software-delivery-run-start.json;/Users/pedronauck/dev/qa-labs/agh-loops-refac-task-16-20260708-130224-745100-lab/qa-artifacts/qa/logs/software-delivery-run-status-1.json;/Users/pedronauck/dev/qa-labs/agh-loops-refac-task-16-20260708-130224-745100-lab/qa-artifacts/qa/logs/software-delivery-slug-input-g1-run.json;/Users/pedronauck/dev/qa-labs/agh-loops-refac-task-16-20260708-130224-745100-lab/qa-artifacts/qa/logs/software-delivery-slug-input-g2-run.json;/Users/pedronauck/dev/qa-labs/agh-loops-refac-task-16-bug0021-retest-20260708-132925-584673-lab/qa-artifacts/qa/logs/software-delivery-run-status-2.json;/Users/pedronauck/dev/qa-labs/agh-loops-refac-task-16-bug0021-retest-20260708-132925-584673-lab/qa-artifacts/qa/logs/load-tasks-g2-task-get.json;/Users/pedronauck/dev/qa-labs/agh-loops-refac-task-16-20260709-20260709-034751-043179-lab/qa-artifacts/qa/logs/software-delivery-after-relative-fix-run.json;/Users/pedronauck/dev/qa-labs/agh-loops-refac-task-16-20260709-20260709-034751-043179-lab/qa-artifacts/qa/logs/software-delivery-after-relative-fix-http-run.json;/Users/pedronauck/dev/qa-labs/agh-loops-refac-task-16-20260709-20260709-034751-043179-lab/qa-artifacts/qa/logs/software-delivery-after-relative-fix-task-list.json;/Users/pedronauck/dev/qa-labs/agh-loops-refac-task-16-20260709-20260709-034751-043179-lab/qa-artifacts/qa/logs/software-delivery-after-relative-fix-execute-task-get.json,docs/qa/reports/2026-07-09-loops-refac.md,,"story: As a delivery operator I run software-delivery unattended to a verified finish. || design: run-detail.html (LOOPS-DESIGN-SPEC §4.4) || truthful-ui: done is a genuine verified done, never a coerced exhausted/stalled (inv5). || e2e: E2E-runtime-1; E2E-web-3; E2E-web-5 || src: .compozy/tasks/loops/task_24.md || Task25 QA 2026-07-06: settled by deterministic lab, persona charter evidence, E2E lanes, and design-parity capture; no truthful-UI blocker observed. || Task03 2026-07-08: flagged for gated loop run-agent sessions using resolved sandbox/permissions and subset-only allowed_tools; Task15/16 own retest evidence. || Task15 2026-07-08: reset to untested for the loops-refac cycle (load_tasks action-node swap + gated run-agent sessions); walked by CH-026 (J-01); import-tool consumption overlaps LP-045. || Task16 2026-07-08: initial run failed before load_tasks with BUG-0021; the local fix was verified in a fresh retest, but the run still cannot reach verified done because BUG-0023 blocks ext__dev_cycle__import_tasks at load_tasks. || Task16 2026-07-09: BUG-0023 retest fixed the import surface and software-delivery now advances through load_tasks into execute_task. Full unattended terminal verification is blocked by the isolated lab provider prerequisite: agent provider is required; run agh install or set agent.provider/defaults.provider. || QA tracker schema repair 2026-07-11: non-enum blocked retest state normalized to `pending`; the provider/repository prerequisite remains in notes and no scenario verdict changed."
LP-004,LP,Set per-run overrides with ceiling clamp and no cost cap,Bruno,J-01,"Advanced overrides show per-loop default and daemon ceiling, clamp at the ceiling, render NO Cost cap input, and show canonical defaults (cap 50, unbounded as inf).",web /loops/:name/run (loop-run-form Advanced),pass,,,,,docs/qa/evidence/2026-07-06-loops/screenshots/run-form.png;docs/qa/evidence/2026-07-06-loops/screenshots/diff/run-form.png;docs/qa/evidence/2026-07-06-loops/e2e-runtime.log;docs/qa/evidence/2026-07-06-loops/e2e-web.log,docs/qa/reports/2026-07-06-loops.md,,"story: As a delivery operator I set an occasional per-run override without a cost cap. || design: loop-run-form.html (LOOPS-DESIGN-SPEC §4.3 Advanced) || truthful-ui: Cost display-only (no cap input); overrides clamp at ceiling; canonical default values (ADR-017 §9.5.1). || e2e: E2E-web-2; E2E-web-4; Web-unit-4; Web-unit-6 || src: .compozy/tasks/loops/task_24.md || Task25 QA 2026-07-06: settled by deterministic lab, persona charter evidence, E2E lanes, and design-parity capture; no truthful-UI blocker observed."
LP-005,LP,Recover observation after closing the run tab,Bruno,J-01,Closing the tab mid-run leaves the run running server-side; it is re-findable via global Runs with meters and timeline intact.,web /loops/runs (runs.html); GET /loop-runs,untested,,,,,docs/qa/evidence/2026-07-06-loops/screenshots/runs.png;docs/qa/evidence/2026-07-06-loops/screenshots/diff/runs.png;docs/qa/evidence/2026-07-06-loops/e2e-runtime.log;docs/qa/evidence/2026-07-06-loops/e2e-web.log,docs/qa/reports/2026-07-06-loops.md,,"story: As a delivery operator I close the tab mid-run and resume observing later. || design: runs.html (LOOPS-DESIGN-SPEC §4.5) || truthful-ui: No optimistic-UI lie: reload shows the true server-side run state. || e2e: E2E-web-10 (client reconnect has no dedicated runtime test; E2E-runtime-4 is daemon crash-recovery, a distinct server-side path) || src: .compozy/tasks/loops/task_24.md || Task25 QA 2026-07-06: settled by deterministic lab, persona charter evidence, E2E lanes, and design-parity capture; no truthful-UI blocker observed."
LP-006,LP,Dry-run a Loop with no run and no budget spent,Lea,J-02,Dry run returns a gen-1 PlanPreview (resolved inputs + node list + contract) while creating no loop_run/task_run and spending no budget.,web loop-run-form Dry run; POST /loops/:name/run?dry=true; CLI --dry-run,untested,,,,,docs/qa/evidence/2026-07-06-loops/screenshots/run-form.png;docs/qa/evidence/2026-07-06-loops/screenshots/diff/run-form.png;docs/qa/evidence/2026-07-06-loops/e2e-runtime.log,docs/qa/reports/2026-07-06-loops.md,,"story: As a first-time adopter I preview the first round before committing a run. || design: loop-run-form.html (LOOPS-DESIGN-SPEC §4.3; ADR-017 §9.1) || truthful-ui: Dry-run creates NO loop_run and spends NO budget; no run appears in Runs. || e2e: E2E-web-2; Integration-8; Unit-29 || src: .compozy/tasks/loops/task_24.md || Task25 QA 2026-07-06: settled by deterministic lab, persona charter evidence, E2E lanes, and design-parity capture; no truthful-UI blocker observed."
LP-007,LP,Reject an invalid dry-run without rendering a plan,Lea,J-02,"A dry-run with a missing required input surfaces an inline validation error, renders no plan, and creates nothing.",web loop-run-form Dry run,pass,,,,,docs/qa/evidence/2026-07-06-loops/screenshots/run-form.png;docs/qa/evidence/2026-07-06-loops/screenshots/diff/run-form.png;docs/qa/evidence/2026-07-06-loops/e2e-runtime.log,docs/qa/reports/2026-07-06-loops.md,,"story: As a first-time adopter I get honest validation before any preview or run. || design: loop-run-form.html (LOOPS-DESIGN-SPEC §4.3) || truthful-ui: Invalid input yields an error, never a partial plan or a created run. || e2e: E2E-web-2; Integration-8 || src: .compozy/tasks/loops/task_24.md || Task25 QA 2026-07-06: settled by deterministic lab, persona charter evidence, E2E lanes, and design-parity capture; no truthful-UI blocker observed."
LP-008,LP,Find a run needing attention in global Runs,Marina,J-03,The Runs KPIs (Active/Awaiting you/Done today/Needs a look) and the outcome filter with counts surface the needs-approval queue and open a run.,web /loops/runs (runs.html); GET /loop-runs,untested,,,,,docs/qa/evidence/2026-07-06-loops/screenshots/runs.png;docs/qa/evidence/2026-07-06-loops/screenshots/diff/runs.png;docs/qa/evidence/2026-07-06-loops/screenshots/mobile/runs-mobile.png;docs/qa/evidence/2026-07-06-loops/e2e-runtime.log;docs/qa/evidence/2026-07-06-loops/e2e-web.log,docs/qa/reports/2026-07-06-loops.md,,"story: As an evaluator I scan the Runs queue and open the run awaiting my decision. || design: runs.html (LOOPS-DESIGN-SPEC §4.5) || truthful-ui: Awaiting-you equals the needs-approval queue; outcome segments are data-driven. || e2e: E2E-web-10 || src: .compozy/tasks/loops/task_24.md || Task25 QA 2026-07-06: settled by deterministic lab, persona charter evidence, E2E lanes, and design-parity capture; no truthful-UI blocker observed."
LP-009,LP,Approve the human gate and resume to done,Marina,J-03,"Approve & resume routes the gate decision, the coordinator resumes, and the run reaches a truthful terminal done.",web run-detail approval card; POST /loop-runs/:id/approve,pass,,,,,docs/qa/evidence/2026-07-06-loops/screenshots/run-detail.png;docs/qa/evidence/2026-07-06-loops/screenshots/diff/run-detail.png;docs/qa/evidence/2026-07-06-loops/screenshots/mobile/run-detail-needs-approval-mobile.png;docs/qa/evidence/2026-07-06-loops/e2e-runtime.log,docs/qa/reports/2026-07-06-loops.md,LP-027,"story: As an evaluator I approve the merge gate and the run resumes to a verified finish. || design: run-detail.html (LOOPS-DESIGN-SPEC §4.4 approval gate) || truthful-ui: needs-approval is a live waiting state, never done/failed until acted on (inv5). || e2e: E2E-web-7; Integration-5; E2E-runtime-8 || src: .compozy/tasks/loops/task_24.md || Task25 QA 2026-07-06: settled by deterministic lab, persona charter evidence, E2E lanes, and design-parity capture; no truthful-UI blocker observed."
LP-010,LP,Request changes to revise the next generation,Marina,J-03,"Request changes routes the gate to revise, the run returns to running, and remediation re-enters the next generation.",web run-detail approval card; POST approve {request_changes},pass,,,,,docs/qa/evidence/2026-07-06-loops/screenshots/run-detail.png;docs/qa/evidence/2026-07-06-loops/screenshots/diff/run-detail.png;docs/qa/evidence/2026-07-06-loops/e2e-runtime.log,docs/qa/reports/2026-07-06-loops.md,,"story: As an evaluator I send a run back for changes instead of approving it. || design: run-detail.html (LOOPS-DESIGN-SPEC §4.4 approval gate) || truthful-ui: Request-changes routing is truthful (revise next generation, not a terminal). || e2e: E2E-web-7; Integration-5 || src: .compozy/tasks/loops/task_24.md || Task25 QA 2026-07-06: settled by deterministic lab, persona charter evidence, E2E lanes, and design-parity capture; no truthful-UI blocker observed."
LP-011,LP,Reject and halt to a non-done terminal,Marina,J-03,Reject & halt ends the run at a terminal that is NOT done (no success coercion).,web run-detail approval card; POST approve {reject},pass,,,,,docs/qa/evidence/2026-07-06-loops/screenshots/run-detail.png;docs/qa/evidence/2026-07-06-loops/screenshots/diff/run-detail.png;docs/qa/evidence/2026-07-06-loops/e2e-runtime.log,docs/qa/reports/2026-07-06-loops.md,,"story: As an evaluator I reject a run and it halts honestly. || design: run-detail.html (LOOPS-DESIGN-SPEC §4.4 approval gate) || truthful-ui: Reject & halt lands on a terminal that is never done (inv5). || e2e: E2E-web-7; Integration-5 || src: .compozy/tasks/loops/task_24.md || Task25 QA 2026-07-06: settled by deterministic lab, persona charter evidence, E2E lanes, and design-parity capture; no truthful-UI blocker observed."
LP-012,LP,Read run status without relying on color alone,Sol,J-03,The needs-approval gate and the 11 run-status pills are announced/labelled (not color-only) and the approval dialog traps and releases focus.,web run-detail (screen reader + keyboard),pass,,,,,docs/qa/evidence/2026-07-06-loops/screenshots/run-detail.png;docs/qa/evidence/2026-07-06-loops/screenshots/diff/run-detail.png;docs/qa/evidence/2026-07-06-loops/screenshots/mobile/run-detail-needs-approval-mobile.png;docs/qa/evidence/2026-07-06-loops/e2e-web.log,docs/qa/reports/2026-07-06-loops.md,,"story: As an accessibility-reliant operator I understand run status without sight. || design: run-detail.html (LOOPS-DESIGN-SPEC §4.4) || truthful-ui: State is not signalled by color alone; status pills carry a label; dialog focus is trapped and escapable. || e2e: E2E-web-9; Web-unit-5 || src: .compozy/tasks/loops/task_24.md || Task25 QA 2026-07-06: settled by deterministic lab, persona charter evidence, E2E lanes, and design-parity capture; no truthful-UI blocker observed."
LP-013,LP,Approve a merge gate from a phone,Marina,J-03,The approval card and Runs KPIs are usable on a phone-large viewport and a 4G-dropped approve never double-approves or ghosts a decision.,"web run-detail (phone-large, 4G)",pass,,,,,docs/qa/evidence/2026-07-06-loops/screenshots/mobile/run-detail-needs-approval-mobile.png;docs/qa/evidence/2026-07-06-loops/screenshots/mobile/runs-mobile.png;docs/qa/evidence/2026-07-06-loops/e2e-runtime.log;docs/qa/evidence/2026-07-06-loops/e2e-web.log,docs/qa/reports/2026-07-06-loops.md,,story: As an evaluator I approve a merge gate from my phone between meetings. || design: run-detail.html (LOOPS-DESIGN-SPEC §4.4) / runs.html (§4.5) || truthful-ui: No double-approve on a dropped request; the gate stays actionable or fails visibly. || e2e: E2E-web-7; E2E-web-10 || src: .compozy/tasks/loops/task_24.md || Task25 QA 2026-07-06: mobile viewport evidence plus approval/control runtime lane; real 4G throttling was not available in this deterministic lab.
LP-014,LP,Pause a run at a generation boundary and resume,Bruno,J-04,"Pause sets intent while status stays running until the boundary, then flips to paused; Resume returns to running and reaches a terminal from the snapshot.",web run-detail Pause/Resume; POST /loop-runs/:id/pause|resume; CLI,pass,,,,,docs/qa/evidence/2026-07-06-loops/screenshots/run-detail.png;docs/qa/evidence/2026-07-06-loops/screenshots/diff/run-detail.png;docs/qa/evidence/2026-07-06-loops/e2e-runtime.log,docs/qa/reports/2026-07-06-loops.md,,"story: As an operator I safely suspend a running Loop and resume it later. || design: run-detail.html (LOOPS-DESIGN-SPEC §4.4; ADR-017 §9.3) || truthful-ui: Status stays running while a node executes; paused only at the boundary (inv5). || e2e: E2E-web-8; E2E-runtime-6; Integration-6 || src: .compozy/tasks/loops/task_24.md || Task25 QA 2026-07-06: settled by deterministic lab, persona charter evidence, E2E lanes, and design-parity capture; no truthful-UI blocker observed."
LP-015,LP,Confirm Pause is unavailable outside running,Bruno,J-04,Pause is hidden/disabled for watching/needs-approval/terminal runs and a terminal/needs-approval boundary verdict preempts a pending pause (never reported paused).,web run-detail controls,pass,,,,,docs/qa/evidence/2026-07-06-loops/screenshots/run-detail.png;docs/qa/evidence/2026-07-06-loops/screenshots/diff/run-detail.png;docs/qa/evidence/2026-07-06-loops/e2e-runtime.log;docs/qa/evidence/2026-07-06-loops/e2e-web.log,docs/qa/reports/2026-07-06-loops.md,,"story: As an operator I cannot pause a run that is not running. || design: run-detail.html (LOOPS-DESIGN-SPEC §4.4) || truthful-ui: Pause hidden/disabled outside running (N-003); truthful outcome preempts pause. || e2e: E2E-web-8; Integration-6; Unit-16 || src: .compozy/tasks/loops/task_24.md || Task25 QA 2026-07-06: settled by deterministic lab, persona charter evidence, E2E lanes, and design-parity capture; no truthful-UI blocker observed."
LP-016,LP,Stop a run to failed(operator_stop) without coercion,Bruno,J-04,"Stop drives the run to terminal failed with cause operator_stop, cancelling in-flight nodes at a safe point, never coerced to done/exhausted/stalled.",web run-detail Stop; POST /loop-runs/:id/stop; CLI,pass,,,,,docs/qa/evidence/2026-07-06-loops/screenshots/run-detail.png;docs/qa/evidence/2026-07-06-loops/screenshots/diff/run-detail.png;docs/qa/evidence/2026-07-06-loops/e2e-runtime.log,docs/qa/reports/2026-07-06-loops.md,,"story: As an operator I stop a run and it ends honestly as failed(operator_stop). || design: run-detail.html (LOOPS-DESIGN-SPEC §4.4) || truthful-ui: Stop yields failed(operator_stop), never a coerced success (inv5). || e2e: E2E-web-8; Unit-36 || src: .compozy/tasks/loops/task_24.md || Task25 QA 2026-07-06: settled by deterministic lab, persona charter evidence, E2E lanes, and design-parity capture; no truthful-UI blocker observed."
LP-017,LP,"Configure checks, gate, strategy, and limits (no fork)",Bruno,J-05,"The Configure sheet toggles checks with a conditional command field, toggles the human gate, selects the re-attempt strategy, clamps limits, and Saves to loop_config reflected on the next run.",web /loops/:name/configure (loop-configure); GET/PUT /loops/:name/config,pass,,,,,docs/qa/evidence/2026-07-06-loops/screenshots/configure.png;docs/qa/evidence/2026-07-06-loops/screenshots/diff/configure.png;docs/qa/evidence/2026-07-06-loops/screenshots/mobile/configure-mobile.png;docs/qa/evidence/2026-07-06-loops/e2e-runtime.log;docs/qa/evidence/2026-07-06-loops/e2e-web.log,docs/qa/reports/2026-07-06-loops.md,TA-085,"story: As an operator I adjust how a Loop runs without forking its structure. || design: loop-configure.html (LOOPS-DESIGN-SPEC §4.7; ADR-017 §9.6) || truthful-ui: Save writes loop_config; the four-layer effective config is honored on the next run. || e2e: E2E-web-11; Integration-7 || src: .compozy/tasks/loops/task_24.md || dedup: this LP row is canonical for the Loops-area invariant; TA-085 is a coarser tasks-area flag (qa-execution settles the LP row first) || Task25 QA 2026-07-06: settled by deterministic lab, persona charter evidence, E2E lanes, and design-parity capture; no truthful-UI blocker observed."
